annotate,post,language
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","mga bahig sa lang daotang panghitabo sa pagkaanaa bahig 0 bungtoanong lantag regional scale, pagpagubot ugkun pagkabungkag sa katilingban 1 nga bahig bitolagnong lantag planetary scale, pagpayagaw sa katilingban ika 2ng bahig bitolagnong lantag, pagkabungkag sa mga buhilaman ika 3ng bahig bitolagnong lantag, pagkahanaw sa usa ka kaliwat ang kinalabwang kaliwat lamang 1 nga pinig tinuyo ika 2ng pinig pagbuot sa kinaiyahan ika 4 nga bahig bitolagnong lantag, pagkahanaw sa ubayubayng kaliwat ika 5 nga bahig bitolagnong lantag, pagkahanaw sa tanang mayukmokong mollecular kaliwat. ika 6 nga bahig bitolagnong lantag, hingpit nga pagkahanaw 1 nga ekis nga bahig bitolagnong lantag, sumpoknong nga pagkahanaw physical annihialation ika 2ng ekis nga bahig bitoonong lantag stellar scale, sumpoknong pagkahanaw ika 3ng ekis nga bahig kapunawanong lantag galactic scale, sumpoknong pagkahanaw ika 4 nga ekis nga bahig malukpanong lantag maagin ang tibuok lukopngatanan universal scale, sumpoknong pagkahanaw ika 5 nga ekis nga bahig lantag sa lukpanong palungpong multiversal scale maangin ang daghang lukopngatanan, sumpoknong pagkahanaw z nga bahig lantag sa tanang lukpanong pulongpong omniversal scale maangin ang tibuok lukopngatanan, sumpoknong kun mitnaong pagkahanaw metaphysical annihialation",__label__ceb_Latn
"[0, 0, 0, 0]",atayatayon ug tamas tamasan sama ra ba ang kahulongan ning duha? mahimo ba sad ninyong hubaron kining mga tagalobot nga expressions? malabo malabo na yan gigil sa akong pagkahibawo kini nga pulong kay tagalobot di suboanon,__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto.",__label__ceb_Latn
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga",__label__ceb_Latn
"[0, 0, 0, 0]",Hiyang ba sa GAMOT sa UBOT SIPON ang anak ninyo?,__label__ceb_Latn
"[0, 0, 0, 0]",nako nag ka dugo,__label__ceb_Latn
"[0, 0, 0, 0]",ko sa pag paningkamot dle pareha nmu nag niwang sa cgeg panghilabot,__label__ceb_Latn
"[0, 0, 0, 0]","lagi ka?lisud sab ikaw kaha mag cege kugos saq lab2x,diba kaha ka moniwang",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na pagod na me.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","pagod na ako but i remember wala pasok sa friday, naging 50 nalang pagod ko.",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[0, 0, 0, 0]",may ubo ata haha nasa story niya paos pa daw,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na akk,__label__war_Latn
"[0, 0, 0, 0]",pagod na oy,__label__war_Latn
"[0, 0, 0, 0]",pagod na eh,__label__war_Latn
"[0, 0, 0, 0]",alam niyo hayop i js wanna rest!!!! pagod n pagod na aq feb palang,__label__war_Latn
"[1, 1, 0, 0]",grabe ang ubot sipon huhu,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",girl na pagod sa capitalism,__label__ceb_Latn
"[0, 0, 0, 0]",tuesday palang pagod na pagod naaa,__label__ceb_Latn
"[1, 1, 1, 0]",palabi man sa ice cream mura mag way ubo.,__label__ceb_Latn
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay",__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina ako jeon wonwoo!!!,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na ko. tuesday pa lang.,__label__ceb_Latn
"[0, 0, 0, 0]",lalambot na ako sa pagod,__label__ceb_Latn
"[0, 0, 0, 0]",pagod nako mabuhay jusko,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako so much,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod,__label__war_Latn
"[0, 0, 0, 0]","jelly sorry na, ano na. ayaw mo na ba? pagod ka na, jelly?",__label__war_Latn
"[0, 0, 0, 0]",i am okay. pagod lang sa adult life p.s. hayp na yan san ka nagmana?,__label__ceb_Latn
"[1, 1, 1, 0]","atay ning ubo, ayha pa mo tukar nag sakay kog jeep yw",__label__ceb_Latn
"[1, 1, 1, 0]",kanus a mani mawala akong ubo ug sip on uy,__label__ceb_Latn
"[1, 1, 1, 1]",masakit ang likod tapos may ubo pa.,__label__ceb_Latn
"[1, 1, 1, 0]",nganu gi ubo mn ko uy,__label__war_Latn
"[0, 0, 0, 0]",di gani ni mawala akong ubo ako nalay mawala ani sigeha,__label__ceb_Latn
"[1, 1, 1, 0]",nitukar lage akong ubo buset,__label__ceb_Latn
"[1, 1, 1, 0]",gina lagnat subong ang thailand. sa pagka init init!!!!! tabang,__label__ceb_Latn
"[1, 1, 1, 1]",ayaw ko na tlga nagka lagnat pa amputa,__label__ceb_Latn
"[1, 1, 1, 1]",inabot nang lagnat basag,__label__ceb_Latn
"[1, 1, 1, 1]",may lagnat na nga ginanon pa,__label__war_Latn
"[1, 1, 1, 0]",nga a subong pa ko gi lagnat? huhu okininam,__label__ceb_Latn
"[0, 0, 0, 0]","in another life ha? tangina, wag na pagod na ako",__label__war_Latn
"[0, 0, 0, 0]",pagod nako.,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na pagod na sha,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na pagod na pagod na ako magcommute,__label__war_Latn
"[1, 1, 1, 1]",nahihirapan nako sa ubo ko,__label__ceb_Latn
"[1, 1, 1, 0]",atay nga ubo mu tukar jud ug mo skwela ta,__label__ceb_Latn
"[1, 1, 1, 1]",good morning except sa ubo ko,__label__ceb_Latn
"[1, 1, 1, 0]",daw taga gab e nalang ko gina barokoy ka ubo ba,__label__ceb_Latn
"[1, 1, 1, 0]",sakita jd sa buot basta si sevi mag sakit oyy mao najud ni grabe nyang ubo ba,__label__ceb_Latn
"[1, 1, 1, 0]","ang ubo ni zoey ug sipon ni liam, sa akoa na nipadulong. huhu",__label__ceb_Latn
"[1, 1, 1, 1]",imbes magmayad ang ubo naglala pa hayst,__label__ceb_Latn
"[1, 1, 1, 1]",nagbalik naman ning ubo nako oi! bulsyet!,__label__ceb_Latn
"[1, 1, 1, 1]",ywa alas 3 na di ko katuloggg tungod sa akong ubo,__label__ceb_Latn
"[1, 1, 1, 0]",unsaon mani pag tulog uy kalintora sipon ubo hays,__label__ceb_Latn
"[1, 1, 1, 0]",subong lang naumpawan lagnat ko tabang,__label__ceb_Latn
"[1, 1, 1, 1]",absent ako ayaw mawala lagnat ko kahapon pa to,__label__ceb_Latn
"[1, 1, 1, 1]",may lagnat na nga eh,__label__war_Latn
"[1, 1, 1, 0]","lipay kaayo si ramon na naayo nako sakong lagnat kay pila pud siya ka days nag antos sakong kaluya, nag uban lagi mi pero murag wala kay akong utok ug lawas nabilin sakong kwao and grabe ka oa hahahahahahahahahahahaha",__label__ceb_Latn
"[1, 1, 1, 1]",3 days nakong may lagnat,__label__ceb_Latn
"[1, 1, 0, 0]","nakisabay man ni ang sip on, ubo kag lagnat duro ulobrahon pay",__label__ceb_Latn
"[1, 1, 1, 1]",lumbayan moko lagnat ka tanginaaca,__label__ceb_Latn
"[1, 1, 1, 1]",unang lagnat sa 2024,__label__ceb_Latn
"[1, 1, 1, 1]",may sinat na nga,__label__war_Latn
"[1, 1, 1, 1]",morning panay ubo kainis,__label__ceb_Latn
"[1, 1, 1, 0]",samoka sab aning ubo sipon pud ui,__label__ceb_Latn
"[1, 1, 1, 0]",kapoya aning gi ubo ug gi sipon ta oy patya na lang ko,__label__ceb_Latn
"[1, 1, 1, 0]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays,__label__ceb_Latn
"[1, 1, 1, 1]",langyang ubo toh badtrip,__label__ceb_Latn
"[1, 1, 1, 1]",papa check up na nga haha hayop na ubo to,__label__war_Latn
"[1, 1, 1, 0]",gi ibtan ngipon hilanat ubo mens,__label__ceb_Latn
"[0, 0, 0, 0]","ang daming masakit saakin like masakit ulo ko, masakit likod ko, masakit ilong ko, masakit mata ko, masakit throat ko, masakit dibdib ko, masakit puson ko",__label__ceb_Latn
"[1, 1, 1, 1]",inabot nga ng lagnat,__label__war_Latn
"[1, 1, 1, 1]",lagnat ikw na ba ito?,__label__war_Latn
"[1, 1, 1, 1]",tangina lagnat ang inabot huhuhu,__label__ceb_Latn
"[1, 1, 1, 0]","gipang lagnat naman ang all uy, sa tanang uso mao pa na akong masabayan jusq.",__label__ceb_Latn
"[1, 1, 0, 0]",ubo sipon lagnat,__label__ceb_Latn
"[1, 1, 1, 0]",nami mag breakdown di sa room dahil sa lagnat ug daghan urubrahon pero na shy ko,__label__ceb_Latn
"[0, 0, 0, 0]","good morning be, wala nako lagnat",__label__ceb_Latn
"[1, 1, 1, 1]",anak ng ayaw nakong lubayan ng lagnat nato oh,__label__ceb_Latn
"[1, 1, 1, 1]",pabida lagnat karon pa nga damo ko activities,__label__ceb_Latn
"[1, 1, 1, 1]",lagnat pa nga,__label__war_Latn
"[1, 1, 1, 1]",hello jwu huhu nagkaron pa ng lagnat bwiset ka universe,__label__ceb_Latn
"[0, 0, 0, 0]",good morning wala na ko lagnat,__label__ceb_Latn
"[1, 1, 0, 0]","lagnat, ubo, sipon, sig suka, unsa pa sunod?",__label__ceb_Latn
"[1, 1, 1, 1]",may lagnat parin kamo hj,__label__war_Latn
"[1, 1, 1, 1]","alikabok, sore throat, lagnat, dehydration, sakit sa katawan",__label__ceb_Latn
"[1, 1, 1, 1]",grabeng sinat,__label__ceb_Latn
"[1, 1, 1, 1]",may sinat ako huhu,__label__war_Latn
"[1, 1, 1, 1]",jwu may sinat ako,__label__war_Latn
"[0, 0, 0, 0]",nanghihina akoh pag di wash day,__label__war_Latn
"[0, 0, 0, 0]",ang cuteeeee please lang nanghihina ako pakurot nga,__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina ako wonwoo,__label__war_Latn
"[1, 1, 1, 1]",nanghihina ako dzai,__label__war_Latn
"[0, 0, 0, 0]",pagod na q,__label__war_Latn
"[1, 1, 1, 1]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","pagod nako sainyo, suko na",__label__ceb_Latn
"[0, 0, 0, 0]","pagod na ko, pota yan",__label__war_Latn
"[0, 0, 0, 0]",pagod na gar.,__label__war_Latn
"[0, 0, 0, 0]","lord, pagod na po ako.",__label__war_Latn
"[1, 1, 1, 1]",pagod na pagod na pagod na pagod na pagod ako putangina,__label__war_Latn
"[0, 0, 0, 0]",pagod na ko.,__label__war_Latn
"[0, 0, 0, 0]","pagod na ako wonu, pero cge",__label__war_Latn
"[1, 1, 1, 0]",kakapoy ba aning nay sip on tas ubo ga balon tag tissue permi,__label__ceb_Latn
"[1, 1, 1, 1]",mamatay na ata ako sa ubo ko,__label__ceb_Latn
"[0, 0, 0, 0]",ayyy okay nagevaporate ang lagnat,__label__ceb_Latn
"[1, 1, 1, 1]",may lagnat ang luis ko,__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina na kami beh i maze u so much,__label__war_Latn
"[0, 0, 0, 0]","wonu tama na, nanghihina nako",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na nga tapos ganon pa maririnig,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod nako potugh,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako magunlock ng waypoint s genshin haf,__label__war_Latn
"[0, 0, 0, 0]",mic test pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod ako aa,__label__war_Latn
"[0, 0, 0, 0]",pagod na ako huhu tt,__label__war_Latn
"[0, 0, 0, 0]",pagod na.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na me.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","pagod na ako but i remember wala pasok sa friday, naging 50 nalang pagod ko.",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[0, 0, 0, 0]",may ubo ata haha nasa story niya paos pa daw,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na akk,__label__war_Latn
"[0, 0, 0, 0]",pagod na oy,__label__war_Latn
"[0, 0, 0, 0]",pagod na eh,__label__war_Latn
"[1, 1, 0, 0]",grabe ang ubot sipon huhu,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",girl na pagod sa capitalism,__label__ceb_Latn
"[0, 0, 0, 0]",tuesday palang pagod na pagod naaa,__label__ceb_Latn
"[1, 1, 1, 0]",palabi man sa ice cream mura mag way ubo.,__label__ceb_Latn
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay",__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina ako jeon wonwoo!!!,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na ko. tuesday pa lang.,__label__ceb_Latn
"[0, 0, 0, 0]",lalambot na ako sa pagod,__label__ceb_Latn
"[0, 0, 0, 0]",pagod nako mabuhay jusko,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako so much,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod,__label__war_Latn
"[0, 0, 0, 0]","jelly sorry na, ano na. ayaw mo na ba? pagod ka na, jelly?",__label__war_Latn
"[0, 0, 0, 0]",i am okay. pagod lang sa adult life p.s. hayp na yan san ka nagmana?,__label__ceb_Latn
"[1, 1, 1, 0]","atay ning ubo, ayha pa mo tukar nag sakay kog jeep yw",__label__ceb_Latn
"[1, 1, 1, 0]",kanus a mani mawala akong ubo ug sip on uy,__label__ceb_Latn
"[1, 1, 1, 1]",masakit ang likod tapos may ubo pa.,__label__ceb_Latn
"[1, 1, 1, 0]",nganu gi ubo mn ko uy,__label__war_Latn
"[0, 0, 0, 0]",di gani ni mawala akong ubo ako nalay mawala ani sigeha,__label__ceb_Latn
"[1, 1, 1, 0]",nitukar lage akong ubo buset,__label__ceb_Latn
"[1, 1, 1, 0]",gina lagnat subong ang thailand. sa pagka init init!!!!! tabang,__label__ceb_Latn
"[1, 1, 1, 1]",ayaw ko na tlga nagka lagnat pa amputa,__label__ceb_Latn
"[1, 1, 1, 1]",inabot nang lagnat basag,__label__ceb_Latn
"[1, 1, 1, 1]",may lagnat na nga ginanon pa,__label__war_Latn
"[1, 1, 1, 0]",nga a subong pa ko gi lagnat? huhu okininam,__label__ceb_Latn
"[0, 0, 0, 0]","in another life ha? tangina, wag na pagod na ako",__label__war_Latn
"[0, 0, 0, 0]",pagod nako.,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na pagod na sha,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na pagod na pagod na ako magcommute,__label__war_Latn
